,Unnamed: 0,function_id,user_id,accurate,adequate,concise,similarity,source,text,text.1,bleu,b1,b2,b3,b4,bleu_cat,function,attendgru_flatgru_euclidean,bleu-average,attendgru_tdats_pred_cosine,attendgru_flatgru_cosine,attendgru_emb_cosine_f1,bleu-4gram,iS_cosine,attendgru_tdats_ref_euclidean,use_euclidean_dict,sb_euclidean,attendgru_tdats_ref_cosine,attendgru_emb_euclidean_r,sb_cosine,jaccard_similarity_score,attendgru_emb_euclidean_p,attendgru_lastgru_cosine,attendgru_tdats_pred_euclidean,attendgru_emb_cosine_r,meteor_score,attendgru_emb_euclidean_f1,attendgru_emb_cosine_p,bleu-3gram,rbert,use_cosine_dict,attendgru_lastgru_euclidean,tfidf_euclidean,rouge_score,bleu-2gram,f1bert,attendgru_context_euclidean,attendgru_context_cosine,tfidf_cosine,pbert,bleu-1gram,iS_euclidean,rouge-l,rouge-w
381,381,23286083,6,2,3,3,1,baseline,returns the scope of the scope,return an code elist code containing all partner link elements defined,0.0,0.0,0.0,0.0,0.0,1,23286083,17.32249,0.0,-0.10175882,0.33003977,0.344993941,0.0,0.6064958,6.3591760000000015,1.2853364,30.628298,0.009516931,1.444302163,0.3897226,0.0,1.26933677,0.116752,6.554053999999999,0.282728189,0.095238095,1.351178906,0.442431435,0.0,-0.097943448,0.17395526,4.3291483,1.4142135619999998,0.117647059,0.0,-0.034312863,1.3935128,0.56762093,0.0,0.027564477,0.0,3.1474175,0.16910279313837498,0.10211472192617403
382,382,23286083,10,3,4,2,1,reference,return an code elist code containing all partner link elements defined,returns the scope of the scope,0.0,0.0,0.0,0.0,0.0,1,23286083,17.32249,0.0,-0.10175882,0.33003977,0.344993941,0.0,0.6064958,6.3591760000000015,1.2853364,30.628298,0.009516931,1.444302163,0.3897226,0.0,1.26933677,0.116752,6.554053999999999,0.282728189,0.095238095,1.351178906,0.442431435,0.0,-0.097943448,0.17395526,4.3291483,1.4142135619999998,0.117647059,0.0,-0.034312863,1.3935128,0.56762093,0.0,0.027564477,0.0,3.1474175,0.16910279313837498,0.10211472192617403
383,383,23286083,11,3,4,1,1,baseline,returns the scope of the scope,return an code elist code containing all partner link elements defined,0.0,0.0,0.0,0.0,0.0,1,23286083,17.32249,0.0,-0.10175882,0.33003977,0.344993941,0.0,0.6064958,6.3591760000000015,1.2853364,30.628298,0.009516931,1.444302163,0.3897226,0.0,1.26933677,0.116752,6.554053999999999,0.282728189,0.095238095,1.351178906,0.442431435,0.0,-0.097943448,0.17395526,4.3291483,1.4142135619999998,0.117647059,0.0,-0.034312863,1.3935128,0.56762093,0.0,0.027564477,0.0,3.1474175,0.16910279313837498,0.10211472192617403
384,384,19466347,1,3,3,1,4,reference,this adds a property descriptor for the base feature,this adds a property descriptor for the base feature,1.0,1.0,1.0,1.0,1.0,4,19466347,0.0,1.0,0.10353707,0.9999998,1.000000013,1.0,1.0000004,7.283207400000001,2.74e-07,0.0,0.10353707,2.41e-08,1.0000001,1.0,2.41e-08,0.9999999,7.283207400000001,1.000000013,0.999314129,2.41e-08,1.000000013,1.0,1.0,1.0000001,8.43e-08,0.0,1.0,1.0,1.0,0.0,0.9999999,1.0,1.0,1.0,1.7899999999999995e-07,1.0,0.7837464854628141
385,385,19466347,3,4,1,1,4,baseline,this adds a property descriptor for the base feature,this adds a property descriptor for the base feature,1.0,1.0,1.0,1.0,1.0,4,19466347,0.0,1.0,0.10353707,0.9999998,1.000000013,1.0,1.0000004,7.283207400000001,2.74e-07,0.0,0.10353707,2.41e-08,1.0000001,1.0,2.41e-08,0.9999999,7.283207400000001,1.000000013,0.999314129,2.41e-08,1.000000013,1.0,1.0,1.0000001,8.43e-08,0.0,1.0,1.0,1.0,0.0,0.9999999,1.0,1.0,1.0,1.7899999999999995e-07,1.0,0.7837464854628141
386,386,19466347,4,3,3,2,4,baseline,this adds a property descriptor for the base feature,this adds a property descriptor for the base feature,1.0,1.0,1.0,1.0,1.0,4,19466347,0.0,1.0,0.10353707,0.9999998,1.000000013,1.0,1.0000004,7.283207400000001,2.74e-07,0.0,0.10353707,2.41e-08,1.0000001,1.0,2.41e-08,0.9999999,7.283207400000001,1.000000013,0.999314129,2.41e-08,1.000000013,1.0,1.0,1.0000001,8.43e-08,0.0,1.0,1.0,1.0,0.0,0.9999999,1.0,1.0,1.0,1.7899999999999995e-07,1.0,0.7837464854628141
387,387,19466347,6,4,1,1,4,reference,this adds a property descriptor for the base feature,this adds a property descriptor for the base feature,1.0,1.0,1.0,1.0,1.0,4,19466347,0.0,1.0,0.10353707,0.9999998,1.000000013,1.0,1.0000004,7.283207400000001,2.74e-07,0.0,0.10353707,2.41e-08,1.0000001,1.0,2.41e-08,0.9999999,7.283207400000001,1.000000013,0.999314129,2.41e-08,1.000000013,1.0,1.0,1.0000001,8.43e-08,0.0,1.0,1.0,1.0,0.0,0.9999999,1.0,1.0,1.0,1.7899999999999995e-07,1.0,0.7837464854628141
388,388,19466347,10,4,1,1,4,baseline,this adds a property descriptor for the base feature,this adds a property descriptor for the base feature,1.0,1.0,1.0,1.0,1.0,4,19466347,0.0,1.0,0.10353707,0.9999998,1.000000013,1.0,1.0000004,7.283207400000001,2.74e-07,0.0,0.10353707,2.41e-08,1.0000001,1.0,2.41e-08,0.9999999,7.283207400000001,1.000000013,0.999314129,2.41e-08,1.000000013,1.0,1.0,1.0000001,8.43e-08,0.0,1.0,1.0,1.0,0.0,0.9999999,1.0,1.0,1.0,1.7899999999999995e-07,1.0,0.7837464854628141
389,389,19466347,11,4,3,1,4,reference,this adds a property descriptor for the base feature,this adds a property descriptor for the base feature,1.0,1.0,1.0,1.0,1.0,4,19466347,0.0,1.0,0.10353707,0.9999998,1.000000013,1.0,1.0000004,7.283207400000001,2.74e-07,0.0,0.10353707,2.41e-08,1.0000001,1.0,2.41e-08,0.9999999,7.283207400000001,1.000000013,0.999314129,2.41e-08,1.000000013,1.0,1.0,1.0000001,8.43e-08,0.0,1.0,1.0,1.0,0.0,0.9999999,1.0,1.0,1.0,1.7899999999999995e-07,1.0,0.7837464854628141
390,390,19466669,1,3,2,1,4,reference,this adds a property descriptor for the parent event name feature,this adds a property descriptor for the parent name feature,0.751650115,0.904837418,0.8042999270000001,0.6786280640000001,0.646312441,4,19466669,7.719093300000001,0.751650115,0.112432554,0.86587524,0.963376721,0.646312441,0.9322665,7.451123700000001,0.49096245,8.502614,0.033444744,0.128360213,0.95260346,0.909090909,1.96e-08,0.90284157,7.1542330000000005,0.929341169,0.913761468,3.92e-08,1.000000036,0.6786280640000001,0.902398944,0.8794780000000001,1.9589934,0.434626357,0.952380952,0.8042999270000001,0.929747939,1.4308983,0.97718143,0.905549965,0.957125604,0.904837418,1.3184927,0.960308288669954,0.744908589144545
391,391,19466669,3,3,1,1,3,baseline,this adds a property descriptor for the parent name feature,this adds a property descriptor for the parent event name feature,0.751650115,0.904837418,0.8042999270000001,0.6786280640000001,0.646312441,4,19466669,7.719093300000001,0.751650115,0.112432554,0.86587524,0.963376721,0.646312441,0.9322665,7.451123700000001,0.49096245,8.502614,0.033444744,0.128360213,0.95260346,0.909090909,1.96e-08,0.90284157,7.1542330000000005,0.929341169,0.913761468,3.92e-08,1.000000036,0.6786280640000001,0.902398944,0.8794780000000001,1.9589934,0.434626357,0.952380952,0.8042999270000001,0.929747939,1.4308983,0.97718143,0.905549965,0.957125604,0.904837418,1.3184927,0.960308288669954,0.744908589144545
392,392,19466669,4,3,2,2,3,reference,this adds a property descriptor for the parent event name feature,this adds a property descriptor for the parent name feature,0.751650115,0.904837418,0.8042999270000001,0.6786280640000001,0.646312441,4,19466669,7.719093300000001,0.751650115,0.112432554,0.86587524,0.963376721,0.646312441,0.9322665,7.451123700000001,0.49096245,8.502614,0.033444744,0.128360213,0.95260346,0.909090909,1.96e-08,0.90284157,7.1542330000000005,0.929341169,0.913761468,3.92e-08,1.000000036,0.6786280640000001,0.902398944,0.8794780000000001,1.9589934,0.434626357,0.952380952,0.8042999270000001,0.929747939,1.4308983,0.97718143,0.905549965,0.957125604,0.904837418,1.3184927,0.960308288669954,0.744908589144545
393,393,19466669,6,3,3,2,4,baseline,this adds a property descriptor for the parent name feature,this adds a property descriptor for the parent event name feature,0.751650115,0.904837418,0.8042999270000001,0.6786280640000001,0.646312441,4,19466669,7.719093300000001,0.751650115,0.112432554,0.86587524,0.963376721,0.646312441,0.9322665,7.451123700000001,0.49096245,8.502614,0.033444744,0.128360213,0.95260346,0.909090909,1.96e-08,0.90284157,7.1542330000000005,0.929341169,0.913761468,3.92e-08,1.000000036,0.6786280640000001,0.902398944,0.8794780000000001,1.9589934,0.434626357,0.952380952,0.8042999270000001,0.929747939,1.4308983,0.97718143,0.905549965,0.957125604,0.904837418,1.3184927,0.960308288669954,0.744908589144545
394,394,19466669,10,4,1,1,4,reference,this adds a property descriptor for the parent event name feature,this adds a property descriptor for the parent name feature,0.751650115,0.904837418,0.8042999270000001,0.6786280640000001,0.646312441,4,19466669,7.719093300000001,0.751650115,0.112432554,0.86587524,0.963376721,0.646312441,0.9322665,7.451123700000001,0.49096245,8.502614,0.033444744,0.128360213,0.95260346,0.909090909,1.96e-08,0.90284157,7.1542330000000005,0.929341169,0.913761468,3.92e-08,1.000000036,0.6786280640000001,0.902398944,0.8794780000000001,1.9589934,0.434626357,0.952380952,0.8042999270000001,0.929747939,1.4308983,0.97718143,0.905549965,0.957125604,0.904837418,1.3184927,0.960308288669954,0.744908589144545
395,395,19466669,11,4,1,1,4,baseline,this adds a property descriptor for the parent name feature,this adds a property descriptor for the parent event name feature,0.751650115,0.904837418,0.8042999270000001,0.6786280640000001,0.646312441,4,19466669,7.719093300000001,0.751650115,0.112432554,0.86587524,0.963376721,0.646312441,0.9322665,7.451123700000001,0.49096245,8.502614,0.033444744,0.128360213,0.95260346,0.909090909,1.96e-08,0.90284157,7.1542330000000005,0.929341169,0.913761468,3.92e-08,1.000000036,0.6786280640000001,0.902398944,0.8794780000000001,1.9589934,0.434626357,0.952380952,0.8042999270000001,0.929747939,1.4308983,0.97718143,0.905549965,0.957125604,0.904837418,1.3184927,0.960308288669954,0.744908589144545
396,396,19475841,1,3,3,1,4,reference,this adds a property descriptor for the fixed feature,this adds a property descriptor for the fixed feature,1.0,1.0,1.0,1.0,1.0,4,19475841,0.0,1.0,0.096930824,1.0000001,1.000000026,1.0,0.99999994,7.300036,2.67e-07,0.0,0.096930824,2.18e-08,1.0000001,1.0,2.18e-08,1.0000001,7.300036,1.000000026,0.999314129,2.18e-08,1.000000026,1.0,0.999999642,1.0000002,0.0,0.0,1.0,1.0,0.999999642,0.0,1.0000001,1.0,0.999999642,1.0,2.67e-07,1.0,0.7837464854628141
397,397,19475841,3,4,1,1,4,baseline,this adds a property descriptor for the fixed feature,this adds a property descriptor for the fixed feature,1.0,1.0,1.0,1.0,1.0,4,19475841,0.0,1.0,0.096930824,1.0000001,1.000000026,1.0,0.99999994,7.300036,2.67e-07,0.0,0.096930824,2.18e-08,1.0000001,1.0,2.18e-08,1.0000001,7.300036,1.000000026,0.999314129,2.18e-08,1.000000026,1.0,0.999999642,1.0000002,0.0,0.0,1.0,1.0,0.999999642,0.0,1.0000001,1.0,0.999999642,1.0,2.67e-07,1.0,0.7837464854628141
398,398,19475841,4,3,2,2,4,baseline,this adds a property descriptor for the fixed feature,this adds a property descriptor for the fixed feature,1.0,1.0,1.0,1.0,1.0,4,19475841,0.0,1.0,0.096930824,1.0000001,1.000000026,1.0,0.99999994,7.300036,2.67e-07,0.0,0.096930824,2.18e-08,1.0000001,1.0,2.18e-08,1.0000001,7.300036,1.000000026,0.999314129,2.18e-08,1.000000026,1.0,0.999999642,1.0000002,0.0,0.0,1.0,1.0,0.999999642,0.0,1.0000001,1.0,0.999999642,1.0,2.67e-07,1.0,0.7837464854628141
399,399,19475841,6,4,1,1,4,reference,this adds a property descriptor for the fixed feature,this adds a property descriptor for the fixed feature,1.0,1.0,1.0,1.0,1.0,4,19475841,0.0,1.0,0.096930824,1.0000001,1.000000026,1.0,0.99999994,7.300036,2.67e-07,0.0,0.096930824,2.18e-08,1.0000001,1.0,2.18e-08,1.0000001,7.300036,1.000000026,0.999314129,2.18e-08,1.000000026,1.0,0.999999642,1.0000002,0.0,0.0,1.0,1.0,0.999999642,0.0,1.0000001,1.0,0.999999642,1.0,2.67e-07,1.0,0.7837464854628141
400,400,19475841,10,4,1,1,4,baseline,this adds a property descriptor for the fixed feature,this adds a property descriptor for the fixed feature,1.0,1.0,1.0,1.0,1.0,4,19475841,0.0,1.0,0.096930824,1.0000001,1.000000026,1.0,0.99999994,7.300036,2.67e-07,0.0,0.096930824,2.18e-08,1.0000001,1.0,2.18e-08,1.0000001,7.300036,1.000000026,0.999314129,2.18e-08,1.000000026,1.0,0.999999642,1.0000002,0.0,0.0,1.0,1.0,0.999999642,0.0,1.0000001,1.0,0.999999642,1.0,2.67e-07,1.0,0.7837464854628141
401,401,19475841,11,4,3,1,4,reference,this adds a property descriptor for the fixed feature,this adds a property descriptor for the fixed feature,1.0,1.0,1.0,1.0,1.0,4,19475841,0.0,1.0,0.096930824,1.0000001,1.000000026,1.0,0.99999994,7.300036,2.67e-07,0.0,0.096930824,2.18e-08,1.0000001,1.0,2.18e-08,1.0000001,7.300036,1.000000026,0.999314129,2.18e-08,1.000000026,1.0,0.999999642,1.0000002,0.0,0.0,1.0,1.0,0.999999642,0.0,1.0000001,1.0,0.999999642,1.0,2.67e-07,1.0,0.7837464854628141
402,402,19498280,1,2,4,3,1,reference,an invalid character in a predicate is ignored but reported as a warning,test the case of a reported reported by a,8.879999999999985e-232,0.213726796,0.0,0.0,0.0,2,19498280,16.068623000000002,8.879999999999985e-232,-0.11220408,0.25099993,0.494513283,0.0,0.63324344,4.890218,1.204696,30.338179,-0.26770335,1.243815977,0.40077317,0.117647059,1.003189491,0.2414865,6.4245987,0.423180402,0.158730159,1.110618674,0.594769943,0.0,-0.171743795,0.2743538,4.0464644,1.328266668,0.272727273,0.0,-0.19828032,1.3319216,0.5922774000000001,0.11785383,-0.228381425,0.213726796,3.1396,0.339452505791194,0.200453190143168
403,403,19498280,3,3,3,1,1,baseline,test the case of a reported reported by a,an invalid character in a predicate is ignored but reported as a warning,8.879999999999985e-232,0.213726796,0.0,0.0,0.0,2,19498280,16.068623000000002,8.879999999999985e-232,-0.11220408,0.25099993,0.494513283,0.0,0.63324344,4.890218,1.204696,30.338179,-0.26770335,1.243815977,0.40077317,0.117647059,1.003189491,0.2414865,6.4245987,0.423180402,0.158730159,1.110618674,0.594769943,0.0,-0.171743795,0.2743538,4.0464644,1.328266668,0.272727273,0.0,-0.19828032,1.3319216,0.5922774000000001,0.11785383,-0.228381425,0.213726796,3.1396,0.339452505791194,0.200453190143168
404,404,19498280,4,3,4,2,2,reference,an invalid character in a predicate is ignored but reported as a warning,test the case of a reported reported by a,8.879999999999985e-232,0.213726796,0.0,0.0,0.0,2,19498280,16.068623000000002,8.879999999999985e-232,-0.11220408,0.25099993,0.494513283,0.0,0.63324344,4.890218,1.204696,30.338179,-0.26770335,1.243815977,0.40077317,0.117647059,1.003189491,0.2414865,6.4245987,0.423180402,0.158730159,1.110618674,0.594769943,0.0,-0.171743795,0.2743538,4.0464644,1.328266668,0.272727273,0.0,-0.19828032,1.3319216,0.5922774000000001,0.11785383,-0.228381425,0.213726796,3.1396,0.339452505791194,0.200453190143168
405,405,19498280,6,1,4,3,1,baseline,test the case of a reported reported by a,an invalid character in a predicate is ignored but reported as a warning,8.879999999999985e-232,0.213726796,0.0,0.0,0.0,2,19498280,16.068623000000002,8.879999999999985e-232,-0.11220408,0.25099993,0.494513283,0.0,0.63324344,4.890218,1.204696,30.338179,-0.26770335,1.243815977,0.40077317,0.117647059,1.003189491,0.2414865,6.4245987,0.423180402,0.158730159,1.110618674,0.594769943,0.0,-0.171743795,0.2743538,4.0464644,1.328266668,0.272727273,0.0,-0.19828032,1.3319216,0.5922774000000001,0.11785383,-0.228381425,0.213726796,3.1396,0.339452505791194,0.200453190143168
406,406,19498280,10,2,3,4,1,reference,an invalid character in a predicate is ignored but reported as a warning,test the case of a reported reported by a,8.879999999999985e-232,0.213726796,0.0,0.0,0.0,2,19498280,16.068623000000002,8.879999999999985e-232,-0.11220408,0.25099993,0.494513283,0.0,0.63324344,4.890218,1.204696,30.338179,-0.26770335,1.243815977,0.40077317,0.117647059,1.003189491,0.2414865,6.4245987,0.423180402,0.158730159,1.110618674,0.594769943,0.0,-0.171743795,0.2743538,4.0464644,1.328266668,0.272727273,0.0,-0.19828032,1.3319216,0.5922774000000001,0.11785383,-0.228381425,0.213726796,3.1396,0.339452505791194,0.200453190143168
407,407,19498280,11,1,4,3,1,baseline,test the case of a reported reported by a,an invalid character in a predicate is ignored but reported as a warning,8.879999999999985e-232,0.213726796,0.0,0.0,0.0,2,19498280,16.068623000000002,8.879999999999985e-232,-0.11220408,0.25099993,0.494513283,0.0,0.63324344,4.890218,1.204696,30.338179,-0.26770335,1.243815977,0.40077317,0.117647059,1.003189491,0.2414865,6.4245987,0.423180402,0.158730159,1.110618674,0.594769943,0.0,-0.171743795,0.2743538,4.0464644,1.328266668,0.272727273,0.0,-0.19828032,1.3319216,0.5922774000000001,0.11785383,-0.228381425,0.213726796,3.1396,0.339452505791194,0.200453190143168
408,408,19498298,1,1,4,4,1,reference,all other tests only check for occurrences in axioms,tests if the given resource is null,8.419999999999983e-232,0.107353899,0.0,0.0,0.0,1,19498298,15.315315,8.419999999999983e-232,0.048585206,0.5035037,0.369879935,0.0,0.67333186,6.3865824,1.150644,32.861298,0.013890231,1.357302176,0.33068871,0.066666667,1.34462973,0.42911646,6.162227,0.365857151,0.056818182,1.350936235,0.373992168,0.0,0.102043115,0.33800936,3.4777296000000004,1.365247501,0.125,0.0,0.047818132,0.9530556,0.8536478000000001,0.068049631,-0.008289754,0.107353899,2.8938346,0.176969355743069,0.103463908913554
409,409,19498298,3,2,4,1,1,baseline,tests if the given resource is null,all other tests only check for occurrences in axioms,8.419999999999983e-232,0.107353899,0.0,0.0,0.0,1,19498298,15.315315,8.419999999999983e-232,0.048585206,0.5035037,0.369879935,0.0,0.67333186,6.3865824,1.150644,32.861298,0.013890231,1.357302176,0.33068871,0.066666667,1.34462973,0.42911646,6.162227,0.365857151,0.056818182,1.350936235,0.373992168,0.0,0.102043115,0.33800936,3.4777296000000004,1.365247501,0.125,0.0,0.047818132,0.9530556,0.8536478000000001,0.068049631,-0.008289754,0.107353899,2.8938346,0.176969355743069,0.103463908913554
410,410,19498298,4,3,3,1,1,baseline,tests if the given resource is null,all other tests only check for occurrences in axioms,8.419999999999983e-232,0.107353899,0.0,0.0,0.0,1,19498298,15.315315,8.419999999999983e-232,0.048585206,0.5035037,0.369879935,0.0,0.67333186,6.3865824,1.150644,32.861298,0.013890231,1.357302176,0.33068871,0.066666667,1.34462973,0.42911646,6.162227,0.365857151,0.056818182,1.350936235,0.373992168,0.0,0.102043115,0.33800936,3.4777296000000004,1.365247501,0.125,0.0,0.047818132,0.9530556,0.8536478000000001,0.068049631,-0.008289754,0.107353899,2.8938346,0.176969355743069,0.103463908913554
411,411,19498298,6,2,3,3,1,reference,all other tests only check for occurrences in axioms,tests if the given resource is null,8.419999999999983e-232,0.107353899,0.0,0.0,0.0,1,19498298,15.315315,8.419999999999983e-232,0.048585206,0.5035037,0.369879935,0.0,0.67333186,6.3865824,1.150644,32.861298,0.013890231,1.357302176,0.33068871,0.066666667,1.34462973,0.42911646,6.162227,0.365857151,0.056818182,1.350936235,0.373992168,0.0,0.102043115,0.33800936,3.4777296000000004,1.365247501,0.125,0.0,0.047818132,0.9530556,0.8536478000000001,0.068049631,-0.008289754,0.107353899,2.8938346,0.176969355743069,0.103463908913554
412,412,19498298,10,1,3,2,1,baseline,tests if the given resource is null,all other tests only check for occurrences in axioms,8.419999999999983e-232,0.107353899,0.0,0.0,0.0,1,19498298,15.315315,8.419999999999983e-232,0.048585206,0.5035037,0.369879935,0.0,0.67333186,6.3865824,1.150644,32.861298,0.013890231,1.357302176,0.33068871,0.066666667,1.34462973,0.42911646,6.162227,0.365857151,0.056818182,1.350936235,0.373992168,0.0,0.102043115,0.33800936,3.4777296000000004,1.365247501,0.125,0.0,0.047818132,0.9530556,0.8536478000000001,0.068049631,-0.008289754,0.107353899,2.8938346,0.176969355743069,0.103463908913554
413,413,19498298,11,1,4,3,1,reference,all other tests only check for occurrences in axioms,tests if the given resource is null,8.419999999999983e-232,0.107353899,0.0,0.0,0.0,1,19498298,15.315315,8.419999999999983e-232,0.048585206,0.5035037,0.369879935,0.0,0.67333186,6.3865824,1.150644,32.861298,0.013890231,1.357302176,0.33068871,0.066666667,1.34462973,0.42911646,6.162227,0.365857151,0.056818182,1.350936235,0.373992168,0.0,0.102043115,0.33800936,3.4777296000000004,1.365247501,0.125,0.0,0.047818132,0.9530556,0.8536478000000001,0.068049631,-0.008289754,0.107353899,2.8938346,0.176969355743069,0.103463908913554
414,414,19505695,1,4,1,1,2,reference,returns the rodin database status object for this exception,get the status of the status of the given connection,1.2199999999999987e-231,0.2,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,19505695,12.153085,1.2199999999999987e-231,0.022020059,0.64118993,0.5412244429999999,2.229999999999993e-308,0.63094705,6.628487,1.1487963,34.443256,0.009542231,1.143649532,0.23264998,0.153846154,0.7909503609999999,0.548389,6.650134,0.442875402,0.10989011,0.935149447,0.69572323,2.229999999999993e-308,0.128720298,0.34013367,3.3481697999999995,1.230732734,0.210526316,2.229999999999993e-308,0.207751051,1.0142832,0.7803634,0.242648469,0.286634684,0.2,2.6936648,0.273006042435712,0.160972713520869
415,415,19505695,3,3,1,1,1,baseline,get the status of the status of the given connection,returns the rodin database status object for this exception,1.2199999999999987e-231,0.2,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,19505695,12.153085,1.2199999999999987e-231,0.022020059,0.64118993,0.5412244429999999,2.229999999999993e-308,0.63094705,6.628487,1.1487963,34.443256,0.009542231,1.143649532,0.23264998,0.153846154,0.7909503609999999,0.548389,6.650134,0.442875402,0.10989011,0.935149447,0.69572323,2.229999999999993e-308,0.128720298,0.34013367,3.3481697999999995,1.230732734,0.210526316,2.229999999999993e-308,0.207751051,1.0142832,0.7803634,0.242648469,0.286634684,0.2,2.6936648,0.273006042435712,0.160972713520869
416,416,19505695,4,3,2,2,2,reference,returns the rodin database status object for this exception,get the status of the status of the given connection,1.2199999999999987e-231,0.2,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,19505695,12.153085,1.2199999999999987e-231,0.022020059,0.64118993,0.5412244429999999,2.229999999999993e-308,0.63094705,6.628487,1.1487963,34.443256,0.009542231,1.143649532,0.23264998,0.153846154,0.7909503609999999,0.548389,6.650134,0.442875402,0.10989011,0.935149447,0.69572323,2.229999999999993e-308,0.128720298,0.34013367,3.3481697999999995,1.230732734,0.210526316,2.229999999999993e-308,0.207751051,1.0142832,0.7803634,0.242648469,0.286634684,0.2,2.6936648,0.273006042435712,0.160972713520869
417,417,19505695,6,2,2,3,2,baseline,get the status of the status of the given connection,returns the rodin database status object for this exception,1.2199999999999987e-231,0.2,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,19505695,12.153085,1.2199999999999987e-231,0.022020059,0.64118993,0.5412244429999999,2.229999999999993e-308,0.63094705,6.628487,1.1487963,34.443256,0.009542231,1.143649532,0.23264998,0.153846154,0.7909503609999999,0.548389,6.650134,0.442875402,0.10989011,0.935149447,0.69572323,2.229999999999993e-308,0.128720298,0.34013367,3.3481697999999995,1.230732734,0.210526316,2.229999999999993e-308,0.207751051,1.0142832,0.7803634,0.242648469,0.286634684,0.2,2.6936648,0.273006042435712,0.160972713520869
418,418,19505695,10,4,1,3,2,reference,returns the rodin database status object for this exception,get the status of the status of the given connection,1.2199999999999987e-231,0.2,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,19505695,12.153085,1.2199999999999987e-231,0.022020059,0.64118993,0.5412244429999999,2.229999999999993e-308,0.63094705,6.628487,1.1487963,34.443256,0.009542231,1.143649532,0.23264998,0.153846154,0.7909503609999999,0.548389,6.650134,0.442875402,0.10989011,0.935149447,0.69572323,2.229999999999993e-308,0.128720298,0.34013367,3.3481697999999995,1.230732734,0.210526316,2.229999999999993e-308,0.207751051,1.0142832,0.7803634,0.242648469,0.286634684,0.2,2.6936648,0.273006042435712,0.160972713520869
419,419,19505695,11,3,3,1,1,baseline,get the status of the status of the given connection,returns the rodin database status object for this exception,1.2199999999999987e-231,0.2,2.229999999999993e-308,2.229999999999993e-308,2.229999999999993e-308,2,19505695,12.153085,1.2199999999999987e-231,0.022020059,0.64118993,0.5412244429999999,2.229999999999993e-308,0.63094705,6.628487,1.1487963,34.443256,0.009542231,1.143649532,0.23264998,0.153846154,0.7909503609999999,0.548389,6.650134,0.442875402,0.10989011,0.935149447,0.69572323,2.229999999999993e-308,0.128720298,0.34013367,3.3481697999999995,1.230732734,0.210526316,2.229999999999993e-308,0.207751051,1.0142832,0.7803634,0.242648469,0.286634684,0.2,2.6936648,0.273006042435712,0.160972713520869
420,420,19507414,1,4,1,1,2,reference,ensures that a rodin file cannot be moved to a null container,test a move to a file,3.3199999999999987e-155,0.245252961,0.07357588799999999,0.0,0.0,2,19507414,18.753561,3.3199999999999987e-155,-0.16232719,0.15951623,0.634187347,0.0,0.6977047,4.1744309999999984,1.1454079,32.546265000000005,-0.11721231,0.939233503,0.27460283,0.230769231,0.392642977,0.6823167,6.510650599999999,0.533022797,0.39122807,0.55378024,0.7827483120000001,0.0,0.050028652,0.34402043,2.4417825,1.269398015,0.5555555560000001,0.07357588799999999,0.171994463,1.6926336,0.2599776,0.19431434,0.297258824,0.245252961,2.8079808,0.512816248458483,0.388617122980255
421,421,19507414,3,3,3,1,2,baseline,test a move to a file,ensures that a rodin file cannot be moved to a null container,3.3199999999999987e-155,0.245252961,0.07357588799999999,0.0,0.0,2,19507414,18.753561,3.3199999999999987e-155,-0.16232719,0.15951623,0.634187347,0.0,0.6977047,4.1744309999999984,1.1454079,32.546265000000005,-0.11721231,0.939233503,0.27460283,0.230769231,0.392642977,0.6823167,6.510650599999999,0.533022797,0.39122807,0.55378024,0.7827483120000001,0.0,0.050028652,0.34402043,2.4417825,1.269398015,0.5555555560000001,0.07357588799999999,0.171994463,1.6926336,0.2599776,0.19431434,0.297258824,0.245252961,2.8079808,0.512816248458483,0.388617122980255
422,422,19507414,4,3,3,2,2,baseline,test a move to a file,ensures that a rodin file cannot be moved to a null container,3.3199999999999987e-155,0.245252961,0.07357588799999999,0.0,0.0,2,19507414,18.753561,3.3199999999999987e-155,-0.16232719,0.15951623,0.634187347,0.0,0.6977047,4.1744309999999984,1.1454079,32.546265000000005,-0.11721231,0.939233503,0.27460283,0.230769231,0.392642977,0.6823167,6.510650599999999,0.533022797,0.39122807,0.55378024,0.7827483120000001,0.0,0.050028652,0.34402043,2.4417825,1.269398015,0.5555555560000001,0.07357588799999999,0.171994463,1.6926336,0.2599776,0.19431434,0.297258824,0.245252961,2.8079808,0.512816248458483,0.388617122980255
